sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;lÃ­nea_credito
F;comercial;comidas rapidas;la_pradera;3;13.0;2017-04-20;6500000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2016-05-27;4000000.0;microempresarial
F;comercial;variedades;san javier no.1;1;13.0;2016-05-23;4000000.0;microempresarial
F;comercial;variedades;robledo;1;7.0;2018-02-23;4000000.0;microempresarial
F;comercial;comidas rapidas;campo valdes no. 1;1;4.0;;5000000.0;microempresarial
F;servicio;peluqueria;aranjuez;2;4.0;2016-12-05;6890000.0;MICROEMPRESARIAL
F;comercial;tienda;nuevos conquistadores;1;13.0;2017-06-28;7000000.0;microempresarial
F;industrial;fabrica de;doce de octubre no.1;1;6.0;;6000000.0;microempresarial
F;industrial;fabrica de;cabecera san cristobal;3;19.0;2017-08-22;6500000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;;3000000.0;microempresarial
F;industrial;ferreteria;popular;1;1.0;2018-08-14;3000000.0;microempresarial
F;industrial;fabrica de;la milagrosa;3;9.0;2016-09-22;6890000.0;microempresarial
F;industrial;fabrica de colchones;castilla;1;5.0;;7000000.0;microempresarial
F;comercial;comidas rapidas;santa cruz;2;2.0;2017-01-19;5000000.0;microempresarial
F;industrial;fabrica de;manrique oriental;1;3.0;;6000000.0;microempresarial
F;comercial;variedades;la libertad;2;8.0;2019-05-24;8281000.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2016-11-28;6890000.0;microempresarial
F;comercial;almacen de ropa en;el socorro;2;13.0;2016-10-13;6000000.0;microempresarial
F;comercial;comidas rapidas;aranjuez;3;4.0;2017-06-13;4000000.0;microempresarial
F;comercial;comidas rapidas;barrio caicedo;1;9.0;2018-07-27;1200000.0;microempresarial
F;servicio;fabrica de;juan xxiii la quiebra;1;13.0;;5000000.0;microempresarial
F;comercial;peluqueria;villa hermosa;3;8.0;2018-04-25;3000000.0;microempresarial
F;servicio;comidas rapidas;granizal;1;1.0;2017-02-07;7000000.0;microempresarial
F;agropecuario;floristeria;cabecera san cristobal;1;19.0;;6000000.0;agropecuaria
F;comercial;legumbreria;robledo;2;7.0;2018-09-05;3000000.0;microempresarial
F;servicio;papeleria;villa hermosa;2;8.0;2017-10-06;6000000.0;Microempresarial
F;industrial;fabrica de;san javier no.1;1;13.0;2018-12-12;5000000.0;microempresarial
F;comercial;tienda;san javier no.1;3;13.0;2018-06-01;4000000.0;microempresarial
F;industrial;fabrica de;guayabal;2;15.0;2018-11-16;782000.0;microempresarial
F;comercial;ferreteria;santa cruz;2;2.0;2017-08-04;5000000.0;microempresarial
F;servicio;peluqueria;la avanzada;1;1.0;2018-11-21;4500000.0;microempresarial
F;comercial;tienda;santo domingo savio;1;1.0;2016-10-25;6800000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 2;2;3.0;2018-07-16;2000000.0;microempresarial
F;comercial;fabrica de;robledo;3;7.0;2016-11-15;6894000.0;microempresarial
F;comercial;tienda;enciso;2;8.0;2018-05-30;6500000.0;microempresarial
F;comercial;almacen_de_ropa_en_;popular;1;1.0;2018-09-24;6500000.0;microempresarial
F;industrial;fabrica de;andalucia;2;2.0;2017-04-17;7000000.0;microempresarial
F;comercial;comidas_rapidas;buenos aires;1;9.0;2019-06-28;1500000.0;microempresarial
F;comercial;tienda;belen;1;16.0;2019-05-08;8000000.0;microempresarial
F;comercial;comidas rapidas;popular;2;1.0;2018-06-22;7800000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 1;3;4.0;2018-03-06;1000000.0;microempresarial
F;industrial;fabrica de;belencito;1;13.0;2018-02-27;50000.0;microempresarial
F;industrial;fabrica de;manrique oriental;1;3.0;2018-10-24;1000000.0;microempresarial
F;industrial;fabrica de;alfonso lopez;3;5.0;2018-02-13;7800000.0;microempresarial
F;comercial;variedades;manrique oriental;1;3.0;;2000000.0;microempresarial
F;comercial;comidas rapidas;robledo;1;7.0;;7300000.0;microempresarial
F;servicio;productos de belleza;santa cruz;2;2.0;2019-03-29;6000000.0;microempresarial
F;industrial;fabrica de calzado;castilla;2;5.0;2017-07-21;7000000.0;microempresarial
F;comercial;tienda;belen;2;16.0;2018-06-20;7800000.0;microempresarial
F;comercial;almacen de ropa en;robledo;3;7.0;2017-06-29;6500000.0;microempresarial
F;servicio;peluqueria;santa cruz;2;2.0;2017-01-13;6000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;1;4.0;2018-02-06;7800000.0;microempresarial
F;servicio;variedades;manrique central no. 1;2;4.0;2017-06-22;7377000.0;microempresarial
F;comercial;variedades;san javier no.1;2;13.0;2017-03-27;7370000.0;microempresarial
F;servicio;peluqueria;pedregal;3;6.0;2016-09-06;6000000.0;microempresarial
F;servicio;fabrica de;cabecera san antonio;1;19.0;2016-09-09;3000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2018-03-15;3000000.0;microempresarial
F;comercial;tienda;belen;3;16.0;2018-03-21;5000000.0;microempresarial
F;servicio;peluqueria;san javier no.1;1;13.0;2016-08-10;2000000.0;microempresarial
F;comercial;variedades;cabecera san cristobal;1;19.0;2018-08-22;782000.0;microempresarial
F;industrial;variedades;florencia;1;5.0;2019-03-19;6500000.0;microempresarial
F;comercial;almacen de ropa en;buenos aires;1;9.0;2017-09-13;7377000.0;microempresarial
F;industrial;fabrica de arepas;robledo;2;7.0;2016-02-15;6000000.0;microempresarial
F;comercial;tienda;manrique central no. 2;3;3.0;2017-08-04;7000000.0;microempresarial
F;comercial;fabrica de;20 de julio;1;13.0;2016-08-11;6890000.0;microempresarial
F;industrial;fabrica-de-;san javier no.1;2;13.0;2017-09-01;7300000.0;microempresarial
F;comercial;variedades;cabecera san antonio;2;19.0;;7800000.0;microempresarial
F;comercial;variedades;centro admtivo;1;10.0;2018-01-24;3600000.0;microempresarial
F;industrial;fabrica de;aranjuez;3;4.0;2017-10-24;5500000.0;microempresarial
F;industrial;fabrica de;barrio caicedo;1;9.0;2018-08-02;7800000.0;microempresarial
F;comercial;almacen de ropa en;santa lucia;1;12.0;2017-03-13;7370000.0;MICROEMPRESARIAL
F;comercial;almacen de ropa en;belen;1;16.0;2018-11-21;4500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-02-16;7800000.0;microempresarial
F;comercial;fabrica_de_;santa cruz;2;2.0;2018-07-18;7812000.0;microempresarial
F;comercial;almacen_de_ropa_en_;robledo;3;7.0;2017-10-20;7370000.0;microempresarial
F;comercial;tienda;villa hermosa;1;8.0;2017-10-26;7000000.0;Microempresarial
F;comercial;variedades;el salvador;1;9.0;2018-01-17;7800000.0;microempresarial
F;servicio;restaurante;villa hermosa;3;8.0;2018-08-23;7000000.0;microempresarial
F;comercial;fabrica de helados;villa niza;2;2.0;2016-10-14;5000000.0;microempresarial
F;comercial;comidas rapidas;belen;1;16.0;2016-09-09;6000000.0;microempresarial
F;industrial;fabrica de;moravia;2;4.0;2018-06-07;7800000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;1;4.0;2018-11-07;7800000.0;microempresarial
F;comercial;variedades;campo valdes no. 1;2;4.0;2018-05-24;7800000.0;microempresarial
F;industrial;fabrica de;buenos aires;3;9.0;;5000000.0;microempresarial
F;industrial;fabrica de;prado;3;10.0;2018-02-23;3000000.0;microempresarial
F;comercial;almacen de ropa en;aranjuez;3;4.0;2018-04-06;7000000.0;microempresarial
F;servicio;miscelanea;castilla;1;5.0;2017-03-07;3000000.0;microempresarial
F;servicio;tienda;belen;2;16.0;2017-09-27;7377000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;1;4.0;2017-08-10;6500000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 1;3;4.0;2017-09-18;3000000.0;microempresarial
F;comercial;variedades;enciso;1;8.0;2018-01-24;5500000.0;microempresarial
F;comercial;charcuteria;manrique central no. 2;2;3.0;2016-11-25;6890000.0;microempresarial
F;comercial;comidas rapidas;alfonso lopez;3;5.0;2017-03-02;7377000.0;microempresarial
F;comercial;cafeteria;santa lucia;3;12.0;2018-07-10;7800000.0;microempresarial
F;agropecuario;criadero de animales;santa elena central;2;19.0;2017-01-19;11650000.0;empresarial ed.
F;industrial;fabrica de arepas;robledo;1;7.0;2016-05-21;6890000.0;microempresarial
F;servicio;fabrica de;doce de octubre no.1;1;6.0;2018-07-31;7000000.0;microempresarial
F;comercial;comidas rapidas;prado;1;10.0;2018-05-23;6000000.0;microempresarial
F;servicio;peluqueria;castilla;3;5.0;2017-10-11;6000000.0;microempresarial
F;servicio;cafe e internet;belen;3;16.0;2018-05-25;7800000.0;microempresarial
F;comercial;variedades;juan xxiii la quiebra;2;13.0;2018-09-14;2000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2017-09-29;7300000.0;microempresarial
F;comercial;almacen de ropa en;la francia;1;2.0;2018-01-22;7800000.0;microempresarial
F;comercial;tienda;cabecera san cristobal;1;19.0;2017-07-31;3000000.0;microempresarial
F;industrial;fabrica de;buenos-aires;3;9.0;2019-03-11;8000000.0;microempresarial
F;comercial;almacen de ropa en;moravia;2;4.0;;6500000.0;microempresarial
F;comercial;comidas rapidas;20 de julio;1;13.0;2017-01-23;6500000.0;microempresarial
F;comercial;variedades;castilla;3;5.0;2018-09-21;7800000.0;microempresarial
F;servicio;peluqueria;campo valdes no. 1;3;4.0;2017-05-11;7000000.0;microempresarial
F;comercial;variedades;manrique_central_no._2;2;3.0;2016-12-21;1000000.0;microempresarial
F;servicio;peluqueria;robledo;1;7.0;;7800000.0;microempresarial
F;comercial;papeleria;robledo;2;7.0;2018-09-04;4500000.0;microempresarial
F;agropecuario;sembrados;san antonio;3;8.0;2017-12-18;1500000.0;MICROEMPRESARIAL
F;comercial;licorera;robledo;1;7.0;2017-11-21;7000000.0;microempresarial
F;servicio;productos de belleza;robledo;3;7.0;2017-07-12;7323000.0;microempresarial
F;comercial;variedades;buenos aires;1;9.0;2019-01-18;8200000.0;microempresarial
F;comercial;comidas rapidas;popular;2;1.0;2017-02-20;3000000.0;microempresarial
F;comercial;comidas rapidas;popular;1;1.0;2018-04-27;2000000.0;microempresarial
F;comercial;variedades;robledo;1;19.0;2017-04-25;5000000.0;microempresarial
F;servicio;peluqueria;sevilla;3;4.0;2019-04-26;7800000.0;microempresarial
F;comercial;hoteles-moteles-;san javier no.1;1;13.0;2017-04-27;6800000.0;MICROEMPRESARIAL
F;comercial;tienda;nuevos conquistadores;1;13.0;2018-05-15;7000000.0;microempresarial
F;industrial;fabrica de;robledo;2;7.0;2017-10-26;6000000.0;microempresarial
F;comercial;distribuidora de;enciso;3;8.0;2016-08-10;6000000.0;microempresarial
F;comercial;variedades;santo domingo savio;1;1.0;2016-10-05;6500000.0;microempresarial
F;comercial;charcuteria;villa hermosa;3;8.0;2016-05-11;1500000.0;microempresarial
F;comercial;tienda;aguas frias;1;19.0;2016-06-09;6000000.0;microempresarial
F;servicio;comidas rapidas;manrique central no. 1;1;4.0;2018-11-28;7800000.0;microempresarial
F;comercial;tienda;cabecera san cristobal;1;19.0;2018-05-25;7000000.0;microempresarial
F;industrial;fabrica-de-;popular;1;1.0;2018-08-24;7800000.0;microempresarial
F;comercial;tienda;llanaditas;1;8.0;2018-06-18;5000000.0;microempresarial
F;comercial;variedades;campo alegre;1;12.0;2019-03-11;4000000.0;microempresarial
F;servicio;comidas rapidas;belen;1;16.0;2016-02-05;6800000.0;microempresarial
F;industrial;fabrica de;campo valdes no. 1;2;4.0;;6000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;2;4.0;2018-04-27;4000000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 2;3;3.0;2019-01-18;5000000.0;microempresarial
F;industrial;fabrica de calzado;barrio caicedo;1;9.0;2019-01-21;8000000.0;microempresarial
F;comercial;papeleria;enciso;2;8.0;2019-04-10;6000000.0;Microempresarial
F;servicio;comidas rapidas;enciso;2;8.0;2016-03-02;1500000.0;microempresarial
F;comercial;comidas rapidas;castilla;3;5.0;2019-04-23;8281000.0;microempresarial
F;comercial;almacen de ropa en;llanaditas;1;8.0;2018-09-27;5000000.0;microempresarial
F;industrial;tienda;vrda. san cristobal;1;19.0;;6890000.0;Microempresarial
F;comercial;variedades;san javier no.1;1;13.0;2018-10-26;7800000.0;microempresarial
F;servicio;cafeteria;robledo;2;7.0;2016-05-05;5000000.0;microempresarial
F;comercial;tienda;villa_hermosa;2;8.0;2018-04-09;7800000.0;microempresarial
F;industrial;fabrica de;barrio caicedo;2;9.0;2017-10-05;7300000.0;microempresarial
F;comercial;variedades;santander;2;6.0;2017-08-30;7370000.0;microempresarial
F;comercial;comidas rapidas;aranjuez;2;4.0;2016-08-30;3000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2017-12-11;4500000.0;microempresarial
F;comercial;fabrica_de_;la milagrosa;2;9.0;2018-05-10;7800000.0;microempresarial
F;comercial;distribuidora de;popular;1;1.0;2017-03-29;4000000.0;microempresarial
F;comercial;tienda;manrique central no. 1;1;4.0;2018-01-26;7000000.0;microempresarial
F;industrial;ebanistaria;belen;1;16.0;2018-08-01;7800000.0;microempresarial
F;comercial;comidas rapidas;cabecera san antonio;1;19.0;2016-10-26;6500000.0;microempresarial
F;industrial;fabrica de;doce de octubre no.1;2;6.0;2017-11-02;5000000.0;microempresarial
F;comercial;variedades;picacho;1;6.0;2018-02-08;7377000.0;microempresarial
F;comercial;variedades;san javier no.1;1;13.0;2017-09-20;2000000.0;microempresarial
F;servicio;peluqueria;guayabal;2;15.0;2016-10-24;2000000.0;microempresarial
F;comercial;variedades;manrique central no. 1;1;4.0;2018-10-24;7000000.0;microempresarial
F;comercial;panaderia;cabecera san antonio;2;19.0;2018-03-02;7800000.0;microempresarial
F;industrial;panaderia;robledo;1;7.0;2017-08-25;7370000.0;microempresarial
F;industrial;fabrica de;altavista;1;19.0;2018-05-22;4000000.0;microempresarial
F;industrial;fabrica de;manrique central no. 2;2;3.0;2019-01-15;1500000.0;microempresarial
F;comercial;comidas rapidas;manrique central no. 2;1;3.0;2018-11-23;5000000.0;microempresarial
F;comercial;peluqueria;san javier no.1;2;13.0;2018-09-24;7000000.0;microempresarial
F;comercial;tienda de helados;san javier no.1;3;13.0;2017-07-06;7000000.0;microempresarial
F;comercial;comidas rapidas;la pradera;2;13.0;2018-05-24;7000000.0;microempresarial
F;comercial;miscelanea;enciso;2;8.0;2018-07-10;50000.0;microempresarial
F;servicio;productos de belleza;villa hermosa;1;8.0;2016-11-09;6890000.0;microempresarial
F;agropecuario;criadero de animales;la floresta;2;12.0;2016-06-14;6890000.0;microempresarial
F;comercial;variedades;las palmas;1;10.0;2016-11-30;5000000.0;microempresarial
F;comercial;variedades;doce de octubre no.1;2;6.0;2017-10-17;7000000.0;microempresarial
F;comercial;almacen de ropa en;robledo;2;7.0;2018-04-20;1500000.0;microempresarial
F;comercial;almacen de ropa en;manrique oriental;3;3.0;2017-01-24;2000000.0;microempresarial
F;comercial;variedades;castilla;1;5.0;;6500000.0;microempresarial
F;servicio;comidas rapidas;doce de octubre no.1;1;6.0;2016-05-31;6500000.0;microempresarial
F;servicio;peluqueria;villa del socorro;2;2.0;2017-01-13;6500000.0;microempresarial
F;comercial;almacen de ropa en;guayabal;1;15.0;2019-02-05;6000000.0;MICROEMPRESARIAL
F;industrial;fabrica de;aranjuez;3;4.0;;5500000.0;microempresarial
F;servicio;comidas rapidas;san javier no.1;3;13.0;2017-10-23;7000000.0;microempresarial
F;comercial;tienda;cabecera san cristobal;2;19.0;2017-06-15;7300000.0;microempresarial
F;comercial;ferreteria;belencito;2;13.0;2018-05-22;7800000.0;microempresarial
F;servicio;peluqueria;moravia;1;4.0;2016-04-12;6890000.0;microempresarial
F;comercial;tienda;moravia;2;4.0;2018-08-06;7000000.0;microempresarial
F;comercial;variedades;robledo;1;7.0;2018-11-08;3500000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;2;4.0;2017-10-19;7000000.0;microempresarial
F;comercial;tienda de helados;manrique oriental;1;3.0;2018-11-14;7812000.0;microempresarial
F;comercial;almacen de ropa en;moravia;1;4.0;2018-07-12;2000000.0;microempresarial
F;comercial;fabrica de;el estadio;2;11.0;2018-02-28;7800000.0;microempresarial
F;servicio;tienda;sucre;1;8.0;2016-07-27;6000000.0;microempresarial
F;comercial;miscelanea;la america;3;12.0;2019-06-11;5800000.0;microempresarial
F;comercial;taller de electronica;trinidad;2;15.0;2017-07-06;7377000.0;microempresarial
F;comercial;distribuidora de;la milagrosa;3;9.0;2017-08-25;7320000.0;microempresarial
F;comercial;variedades;enciso;1;8.0;2018-04-09;6500000.0;microempresarial
F;comercial;almacen de ropa en;san javier no.1;1;13.0;2018-03-07;7800000.0;microempresarial
F;servicio;peluqueria;cataluna;3;9.0;2017-08-17;1500000.0;microempresarial
F;comercial;variedades;robledo;2;7.0;;5000000.0;microempresarial
F;servicio;fabrica de;pedregal;3;6.0;2018-11-20;5000000.0;microempresarial
F;comercial;fabrica de calzado;guayabal;1;15.0;2019-05-06;8000000.0;microempresarial
F;servicio;servicios;robledo;2;7.0;2018-02-27;7300000.0;microempresarial
F;industrial;fabrica de;belen;1;16.0;;5000000.0;microempresarial
F;comercial;tienda;manrique oriental;3;3.0;2017-09-15;7000000.0;microempresarial
F;comercial;variedades;barrio caicedo;2;9.0;2016-04-01;5000000.0;microempresarial
F;comercial;restaurante;pablo vi;2;2.0;2017-08-04;7000000.0;microempresarial
F;comercial;panaderia;robledo;1;7.0;;1200000.0;microempresarial
F;servicio;variedades;santa cruz;1;2.0;2017-11-27;4000000.0;microempresarial
F;servicio;peluqueria;popular;2;1.0;2018-07-06;5000000.0;microempresarial
F;servicio;mantenimiento-en-;cabecera san cristobal;3;19.0;2016-05-06;6000000.0;microempresarial
F;servicio;taller de mecanica;alfonso lopez;3;5.0;2017-02-07;6000000.0;microempresarial
F;comercial;legumbreria;picacho;1;6.0;2017-09-20;7377000.0;microempresarial
F;comercial;tienda;castilla;3;5.0;2017-09-19;7377000.0;microempresarial
F;comercial;comidas rapidas;blanquizal;1;13.0;2018-02-23;1000000.0;microempresarial
F;comercial;comidas rapidas;trinidad;3;15.0;2017-11-22;3000000.0;MICROEMPRESARIAL
F;industrial;fabrica de;castilla;3;5.0;2018-12-20;7800000.0;microempresarial
F;industrial;fabrica de;picacho;1;6.0;2017-07-26;6000000.0;microempresarial
F;comercial;variedades;santa cruz;2;2.0;2018-01-25;5000000.0;microempresarial
F;comercial;tienda de helados;barrio caicedo;2;9.0;2017-09-14;5000000.0;microempresarial
F;comercial;variedades;popular;1;1.0;2018-07-10;4000000.0;microempresarial
F;comercial;variedades;manrique central no. 2;1;3.0;2016-04-13;4136724.0;microempresarial
F;servicio;venta de lacteos;enciso;3;8.0;2016-11-24;5000000.0;microempresarial
F;servicio;tienda;la francia;2;2.0;2017-09-04;5000000.0;microempresarial
F;comercial;miscelanea;llanaditas;1;8.0;2017-05-17;7377000.0;microempresarial
F;industrial;fabrica de;villa del socorro;1;2.0;2017-10-04;6500000.0;microempresarial
F;servicio;peluqueria;guayabal;3;15.0;2018-03-15;7800000.0;microempresarial
F;servicio;organizaciã³n y;manrique central no. 2;2;3.0;2016-06-07;6890000.0;microempresarial
F;industrial;fabrica de;manrique central no. 1;3;4.0;2017-12-11;7000000.0;microempresarial
F;industrial;fabrica-de-;popular;1;1.0;2016-02-17;6444500.0;microempresarial
F;industrial;fabrica de;aranjuez;1;4.0;2017-09-22;5000000.0;microempresarial
F;industrial;fabrica de;manrique oriental;1;3.0;2017-05-31;6500000.0;microempresarial
F;comercial;almacen de ropa en;manrique central no. 1;1;4.0;2017-10-24;7000000.0;microempresarial
F;industrial;fabrica de;20 de julio;1;13.0;2016-11-15;6890000.0;microempresarial
F;industrial;fabrica de calzado;manrique central no. 1;2;4.0;2018-09-10;6000000.0;microempresarial
